idDrink,strDrink,strDrinkAlternate,strTags,strVideo,strCategory,strIBA,strAlcoholic,strGlass,strInstructions,strInstructionsES,strInstructionsDE,strInstructionsFR,strInstructionsIT,strInstructionsZH-HANS,strInstructionsZH-HANT,strDrinkThumb,strIngredient1,strIngredient2,strIngredient3,strIngredient4,strIngredient5,strIngredient6,strIngredient7,strIngredient8,strIngredient9,strIngredient10,strIngredient11,strIngredient12,strIngredient13,strIngredient14,strIngredient15,strMeasure1,strMeasure2,strMeasure3,strMeasure4,strMeasure5,strMeasure6,strMeasure7,strMeasure8,strMeasure9,strMeasure10,strMeasure11,strMeasure12,strMeasure13,strMeasure14,strMeasure15,strImageSource,strImageAttribution,strCreativeCommonsConfirmed,dateModified,ENH_Measure1a,ENH_Measure1b,ENH_Measure1c,ENH_Measure1d,ENH_Measure1e
17167,Raspberry Cooler,,,,Other / Unknown,,Alcoholic,Highball glass,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,Vierta el vodka de frambuesa y la soda en un vaso highball casi lleno de cubitos de hielo. Remuévalo bien.,"Geben Sie den Himbeer-Wodka und das Soda in ein Highball-Glas, das fast mit Eiswürfeln gefüllt ist. Gut umrühren.",Verser la vodka à la framboise et le soda dans un verre highball presque rempli de glaçons. Bien mélanger.,"Versare la vodka ai lamponi e la soda in un bicchiere highball quasi pieno di cubetti di ghiaccio.
Mescolare bene.",,,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,Raspberry vodka,Lemon-lime soda,Ice,,,,,,,,,,,,,2 oz ,4 oz ,,,,,,,,,,,,,,,,N,2015-09-03 05:25:46,2,oz,,,
12089,Rum Old-fashioned,,,,Ordinary Drink,,Alcoholic,Old-fashioned glass,"Stir powdered sugar, water, and bitters in an old-fashioned glass. When sugar has dissolved add ice cubes and light rum. Add the twist of lime peel, float 151 proof rum on top, and serve.","Mezcle el azúcar en polvo, el agua y el amargo en un vaso old-fashioned. Cuando el azúcar se haya disuelto, añada cubitos de hielo y ron ligero. Añadir el twist de piel de lima, dejar flotar el ron de 151 grados por encima y servir.","Puderzucker, Wasser und Bitter in einem old-fashioned Glas verrühren. Wenn sich der Zucker aufgelöst hat, Eiswürfel und leichten Rum hinzufügen. Die Limettenspirale hinzufügen, 151er Rum darauf verteilen und servieren.","Mélanger le sucre en poudre, l'eau et les amers dans un verre à l'ancienne. Lorsque le sucre est dissous, ajouter les glaçons et le rhum léger. Ajouter le zeste de citron vert, faire flotter le rhum à 151 degrés sur le dessus et servir.","Mescolare lo zucchero, l'acqua e il bitter in un bicchiere vecchio stile. Quando lo zucchero si sarà sciolto aggiungere i cubetti di ghiaccio e il rum chiaro. Aggiungere la scorza di lime, far galleggiare sopra 151 rum e servire.",,,https://www.thecocktaildb.com/images/media/drink/otn2011504820649.jpg,Light rum,151 proof rum,Powdered sugar,Bitters,Water,Lime peel,,,,,,,,,,1 1/2 oz ,1 tsp ,1/2 tsp ,1 dash ,1 tsp ,Twist of ,,,,,,,,,,,,N,2017-09-07 22:44:09,1,1/2,oz,,
17214,Russian Spring Punch,,"IBA,NewEra",,Ordinary Drink,New Era Drinks,Alcoholic,Highball glass,"Pour the ingredients into an highball glass, top with Sparkling wine.",,Die Zutaten in ein Highball-Glas geben und mit Sekt auffüllen.,,"Versare gli ingredienti in un bicchiere highball, guarnire con dello spumante.",,,https://www.thecocktaildb.com/images/media/drink/ctt20s1504373488.jpg,Vodka,Creme de Cassis,Sugar Syrup,Lemon Juice,,,,,,,,,,,,2.5 cl,1.5 cl,1 cl,2.5 cl,,,,,,,,,,,,,,N,2017-09-02 18:31:28,2.5,cl,,,
16984,Radioactive Long Island Iced Tea,,,,Ordinary Drink,,Alcoholic,Collins Glass,Pour all ingredients over ice in a very tall glass. Sip cautiously.,Vierta todos los ingredientes sobre hielo en un vaso muy alto. Beber con precaución.,Alle Zutaten in einem sehr hohen Glas über Eis gießen. Vorsichtig nippen.,Verser tous les ingrédients sur de la glace dans un très grand verre. Siroter avec précaution.,"Versare tutti gli ingredienti sul ghiaccio in un bicchiere molto alto.
Sorseggia con cautela.",,,https://www.thecocktaildb.com/images/media/drink/rdvqmh1503563512.jpg,Rum,Vodka,Tequila,Gin,Triple sec,Chambord raspberry liqueur,Midori melon liqueur,Malibu rum,,,,,,,,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,1 oz ,,,,,,,,,,N,2017-08-24 09:31:52,1,oz,,,
17141,Smut,,,,Punch / Party Drink,,Alcoholic,Beer mug,Throw it all together and serve real cold.,Mézclalo todo y sírvelo bien frío.,Schütte alles zusammen und serviere es kalt.,Mélangez le tout et servez froid.,Metti tutto insieme e servi freddo.,,,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,Red wine,Peach schnapps,Pepsi Cola,Orange juice,,,,,,,,,,,,1/3 part ,1 shot ,1/3 part ,1/3 part ,,,,,,,,,,,,,,N,2017-09-02 16:23:32,1/3,part,,,
17215,Spritz,,,,Ordinary Drink,New Era Drinks,Alcoholic,Old-Fashioned glass,"Build into glass over ice, garnish and serve.","Servir en un vaso con hielo, decorar y servir.","Über Eis in Glas einfüllen, garnieren und servieren.","Verser dans un verre avec des glaçons, garnir et servir.","Build into glass over ice, garnish and serve.",,,https://www.thecocktaildb.com/images/media/drink/j9evx11504373665.jpg,Prosecco,Campari,Soda Water,,,,,,,,,,,,,6 cl,4 cl,splash,,,,,,,,,,,,,,,N,2017-09-02 18:34:25,6,cl,,,
12130,Scooter,,,,Ordinary Drink,,Alcoholic,Cocktail glass,"Shake all ingredients well with cracked ice, strain into a cocktail glass, and serve.","Agitar bien todos los ingredientes con hielo picado, colar en una copa de cóctel y servir.","Alle Zutaten gut mit gebrochenem Eis schütteln, in ein Cocktailglas abseihen und servieren.",,"Shakerare bene tutti gli ingredienti con ghiaccio tritato, filtrare in una coppetta da cocktail e servire.",,,https://www.thecocktaildb.com/images/media/drink/twuptu1483388307.jpg,Brandy,Amaretto,Light cream,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,N,2017-01-02 20:18:27,1,oz,,,
13020,Sangria,,,,Punch / Party Drink,,Alcoholic,Pitcher,Mix all together in a pitcher and refrigerate. Add cloves and cinnamon sticks to taste. Serve in wine glasses.,Mézclelo todo en una jarra y refrigérelo. Añada clavo y canela en rama al gusto. Servir en copas de vino.,Alles in einem Krug vermischen und im Kühlschrank aufbewahren. Nach Belieben Nelken und Zimtstangen hinzufügen. In Weingläsern servieren.,Mélanger le tout dans un pichet et réfrigérer. Ajouter des clous de girofle et des bâtons de cannelle selon le goût. Servir dans des verres à vin.,"Mescolare il tutto in una brocca e conservare in frigorifero.
Aggiungere i chiodi di garofano e le stecche di cannella a piacere.
Servire in calici da vino.",,,https://www.thecocktaildb.com/images/media/drink/xrvxpp1441249280.jpg,Red wine,Sugar,Orange juice,Lemon juice,Cloves,Cinnamon,,,,,,,,,,1 bottle ,1/2 cup ,1 cup ,1 cup ,,,,,,,,,,,,,,N,2015-09-03 04:01:20,1,bottle,,,
17193,Stinger,,"IBA,Classic",,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,"Pour in a mixing glass with ice, stir and strain into a cocktail glass. May also be served on rocks in a rocks glass.",,"In ein Mischglas mit Eis geben, umrühren und in ein Cocktailglas abseihen. Kann auch auf Eiswürfeln in einem Steinglas serviert werden.",,"Versare in un mixing glass con ghiaccio, mescolare e filtrare in una coppetta da cocktail.",,,https://www.thecocktaildb.com/images/media/drink/2ahv791504352433.jpg,Brandy,White Creme de Menthe,,,,,,,,,,,,,,1 1/2 oz ,1/2 oz ,,,,,,,,,,,,,,,,N,2017-09-02 12:40:33,1,1/2,oz,,
12127,Sazerac,,"IBA,Classic",https://www.youtube.com/watch?v=RuZzOcjJUYw,Ordinary Drink,Unforgettables,Alcoholic,Old-fashioned glass,"Rinse a chilled old-fashioned glass with the absinthe, add crushed ice, and set it aside. Stir the remaining ingredients over ice and set it aside. Discard the ice and any excess absinthe from the prepared glass, and strain the drink into the glass. Add the lemon peel for garnish.","Enjuaga un vaso old-fashioned frío con la absenta, añade hielo picado y resérvalo. Remover el resto de ingredientes con hielo y reservar. Deseche el hielo y el exceso de absenta del vaso preparado y cuele la bebida en el vaso. Añada la piel de limón para adornar.","Ein gekühltes old-fashioned Glas mit dem Absinth ausspülen, zerstoßenes Eis hinzufügen und beiseite stellen. Die restlichen Zutaten über das Eis geben und beiseite stellen. Entsorgen Sie das Eis und den überschüssigen Absinth aus dem vorbereiteten Glas und seihen Sie das Getränk in das Glas. Die Zitronenschale als Garnierung hinzufügen.","Rincer un verre old-fashioned bien frais avec l'absinthe, ajouter de la glace pilée et réserver. Mélangez les autres ingrédients avec de la glace et mettez-les de côté. Jeter la glace et l'excès d'absinthe dans le verre préparé et filtrer la boisson dans le verre. Ajouter le zeste de citron pour la décoration.","Sciacquare un bicchiere vecchio stile freddo con l'assenzio, aggiungere il ghiaccio tritato e metterlo da parte. Mescola gli ingredienti rimanenti sul ghiaccio e mettilo da parte. Togli il ghiaccio e l'assenzio in eccesso dal bicchiere precedentemente preparato e filtra la bevanda nel bicchiere .Aggiungere la scorza di limone per guarnire.",,,https://www.thecocktaildb.com/images/media/drink/vvpxwy1439907208.jpg,Ricard,Sugar,Peychaud bitters,Water,Bourbon,Lemon peel,,,,,,,,,,1 tsp ,1/2 tsp superfine ,2 dashes ,1 tsp ,2 oz ,1 twist of ,,,,,,,,,,,,N,2015-08-18 15:13:28,1,tsp,,,
12196,Sidecar,,"IBA,Classic",https://www.youtube.com/watch?v=uvKKILoO-Nk,Ordinary Drink,Unforgettables,Alcoholic,Cocktail glass,Pour all ingredients into cocktail shaker filled with ice. Shake well and strain into cocktail glass.,,Alle Zutaten in einen mit Eis gefüllten Cocktailshaker geben. Gut schütteln und in ein Cocktailglas abseihen.,,Versare tutti gli ingredienti in uno shaker pieno di ghiaccio.Shakerare bene e filtrare nella coppetta da cocktail.,,,https://www.thecocktaildb.com/images/media/drink/x72sik1606854964.jpg,Cognac,Cointreau,Lemon juice,,,,,,,,,,,,,2 oz ,1/2 oz ,1 oz ,,,,,,,,,,,,,https://www.flickr.com/photos/mstyne/29716525626/in/dateposted/,Michael Styne https://www.flickr.com/photos/mstyne/,Y,2015-08-18 15:07:32,2,oz,,,
178349,Snowday,,Winter,,Cocktail,,Alcoholic,Collins glass,Stir all ingredients with ice. Strain into a chilled rocks glass over fresh ice. Express orange peel over drink and garnish.,Remover todos los ingredientes con hielo. Colar en un vaso con hielo fresco. Exprima la piel de naranja sobre la bebida y decore.,Alle Zutaten mit Eis verrühren. In ein gekühltes Rocks-Glas auf frischem Eis abseihen. Orangenschale über dem Getränk ausdrücken und garnieren.,Mélanger tous les ingrédients avec de la glace. Filtrer dans un verre à glace glacée sur des glaçons frais. Recouvrir la boisson d'un zeste d'orange et décorer.,Mescola tutti gli ingredienti con il ghiaccio. Filtrare in un bicchiere con dei cubetti di ghiaccio. Spremi la scorza d'arancia sulla bevanda e guarnire.,,,https://www.thecocktaildb.com/images/media/drink/4n1ipk1614009624.jpg,Vodka,Amaro Montenegro,Ruby Port,Blood Orange,Angostura Bitters,Orange Peel,,,,,,,,,,1 oz,1 oz,1 oz,1 tsp,Dash,Garnish with,,,,,,,,,,https://www.instagram.com/p/CLkmoNJFXUe/,,N,,1,oz,,,
178322,Spice 75,,Christmas,,Cocktail,,Alcoholic,Wine Glass,"Gently warm 60g golden caster sugar in a pan with 30ml water and 1 tbsp allspice. Cook gently until the sugar has dissolved, then leave the mixture to cool. Strain through a sieve lined with a coffee filter (or a double layer of kitchen paper).

Pour 60ml of the spiced syrup into a cocktail shaker along with 200ml rum and 90ml lime juice. Shake with ice and strain between six flute glasses. Top up with 600ml champagne and garnish each with an orange twist.","Caliente suavemente 60 g de azúcar en polvo dorado en una cacerola con 30 ml de agua y 1 cucharada de pimienta de Jamaica. Cocine a fuego lento hasta que el azúcar se disuelva, luego deje enfriar la mezcla. Colar por un colador forrado con un filtro de café (o una doble capa de papel de cocina).

Vierta 60 ml del almíbar especiado en una coctelera junto con 200 ml de ron y 90 ml de zumo de lima. Agitar con hielo y colar entre seis vasos flauta. Complete con 600 ml de champán y decore cada uno con un toque de naranja.","60 g goldenen Puderzucker in einer Pfanne mit 30 ml Wasser und 1 EL Piment leicht erwärmen. Vorsichtig kochen, bis sich der Zucker aufgelöst hat, dann die Mischung abkühlen lassen. Durch ein mit einem Kaffeefilter (oder einer doppelten Lage Küchenpapier) ausgelegtes Sieb abseihen.

Geben Sie 60 ml des Gewürzsirups zusammen mit 200 ml Rum und 90 ml Limettensaft in einen Cocktailshaker. Mit Eis schütteln und zwischen sechs Flötengläsern abseihen. Mit 600 ml Champagner auffüllen und jeweils mit einer Orangenscheibe garnieren.","Faites chauffer doucement 60 g de sucre en poudre doré dans une casserole avec 30 ml d'eau et 1 cuillère à soupe de piment de la Jamaïque. Cuire doucement jusqu'à ce que le sucre soit dissous, puis laisser refroidir le mélange. Passer au tamis recouvert d'un filtre à café (ou d'une double couche de papier absorbant).

Versez 60 ml de sirop épicé dans un shaker avec 200 ml de rhum et 90 ml de jus de citron vert. Agiter avec de la glace et filtrer dans six flûtes. Complétez avec 600 ml de champagne et décorez chacun d'un zeste d'orange.","Scaldare delicatamente 60 g di zucchero di canna in una padella con 30 ml di acqua e 1 cucchiaio di pimento. Cuocere a fuoco lento finché lo zucchero non si sarà sciolto, quindi lasciare raffreddare il composto. Filtrare al setaccio rivestito con un filtro da caffè (o un doppio strato di carta da cucina) .  Versare 60 ml di sciroppo speziato in uno shaker insieme a 200 ml di rum e 90 ml di succo di lime. Shakerare con ghiaccio e filtrare tra sei bicchieri flute. Riempire con 600 ml di champagne e guarnire ciascuno con un tocco d'arancia.",,,https://www.thecocktaildb.com/images/media/drink/0108c41576797064.jpg,Sugar,Allspice,Rum,Lime Juice,Champagne,Orange spiral,,,,,,,,,,60 ml,1 tblsp,20 cl,90 ml,6 cl,Garnish with,,,,,,,,,,,,N,,60,ml,,,
14195,Snowball,,Christmas,,Ordinary Drink,,Alcoholic,Highball glass,Place one ice cube in the glass and add 1 1/2 oz of Advocaat. Fill up the glass with lemonade and decorate with a slice of lemon. Serve at once.,,"Einen Eiswürfel in das Glas geben und 4,5 cl. Advocaat hinzufügen. Das Glas mit Limonade füllen und mit einer Scheibe Zitrone dekorieren. Sofort servieren.",,"Riempite il bicchiere con la limonata e decorate con una fetta di limone.
",,,https://www.thecocktaildb.com/images/media/drink/7ibfs61504735416.jpg,Advocaat,Lemonade,Lemon,Ice,,,,,,,,,,,,1 1/2 oz ,8-10 oz cold ,1 slice ,cubes,,,,,,,,,,,,,,N,2017-09-06 23:03:36,1,1/2,oz,,
16985,Shot-gun,,,,Shot,,Alcoholic,Shot glass,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,,Gießen Sie ein Teil Jack Daniels und ein Teil Jim Beam in ein Schnapsglas und lassen Sie Wild Turkey darauf treiben.,,"Versare una parte di Jack Daniels e una parte diJim Beam nel bicchierino da shot, infine versare il Wild Turkey.",,,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,Jim Beam,Jack Daniels,Wild Turkey,,,,,,,,,,,,,1 part ,1 part ,1 oz ,,,,,,,,,,,,,,,N,2017-08-24 09:33:03,1,part,,,
12107,Salty Dog,,,,Ordinary Drink,,Alcoholic,Highball glass,"Pour all ingredients over ice cubes in a highball glass. Stir well and serve. (Vodka may be substituted for gin, if preferred.)",,"Alle Zutaten über Eiswürfel in ein Highball-Glas gießen. Gut umrühren und servieren. (Wodka kann durch Gin ersetzt werden, wenn gewünscht.)",,"Versare tutti gli ingredienti sui cubetti di ghiaccio in un bicchiere highball.Mescolate bene e servite.(La vodka può essere sostituita al gin, se si preferisce.)",,,https://www.thecocktaildb.com/images/media/drink/4vfge01504890216.jpg,Grapefruit juice,Gin,Salt,,,,,,,,,,,,,5 oz ,1 1/2 oz ,1/4 tsp ,,,,,,,,,,,,,,,N,2017-09-08 18:03:36,5,oz,,,
12308,Stone Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake all ingredients with ice, strain into a chilled whiskey sour glass, and serve.",Vierte la sambuca en un vaso de chupito y luego vierte la crema irlandesa por encima para que los dos líquidos no se mezclen.,"Alle Zutaten mit Eis schütteln, in ein gekühltes Whiskey-Sourglas abseihen und servieren.",,"Shakerare tutti gli ingredienti con ghiaccio, filtrare in un bicchiere ghiacciato di whisky sour e servire.",,,https://www.thecocktaildb.com/images/media/drink/vruvtp1472719895.jpg,Apricot brandy,Orange juice,Sweet and sour,,,,,,,,,,,,,1 oz ,1 oz ,1 oz ,,,,,,,,,,,,,,,N,2016-09-01 09:51:35,1,oz,,,
13377,Sea breeze,,"IBA,ContemporaryClassic",,Ordinary Drink,Contemporary Classics,Alcoholic,Highball glass,Build all ingredients in a highball glass filled with ice. Garnish with lime wedge.,,Alle Zutaten in einem mit Eis gefüllten Highball-Glas vermengen. Mit Limettenkeil garnieren.,,"Metti tutti gli ingredienti in un bicchiere highball pieno di ghiaccio.
Guarnire con uno spicchio di lime.",,,https://www.thecocktaildb.com/images/media/drink/7rfuks1504371562.jpg,Vodka,Cranberry juice,Grapefruit juice,,,,,,,,,,,,,1 1/2 oz ,4 oz ,1 oz ,,,,,,,,,,,,,,,N,2017-09-02 17:59:22,1,1/2,oz,,
12158,Scotch Sour,,,,Ordinary Drink,,Alcoholic,Whiskey sour glass,"Shake scotch, juice of lime, and powdered sugar with ice and strain into a whiskey sour glass. Decorate with 1/2 slice lemon, top with the cherry, and serve.",,"Scotch, Limettensaft und Puderzucker mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Mit 1/2 Scheibe Zitrone dekorieren, mit der Kirsche belegen und servieren.",,"Shakerare scotch, succo di lime e zucchero a velo con ghiaccio e filtrare in un bicchiere da whisky sour. Decorare con 1/2 fetta di limone, guarnire con la ciliegia e servire.",,,https://www.thecocktaildb.com/images/media/drink/0dnb6k1504890436.jpg,Scotch,Lime,Powdered sugar,Lemon,Cherry,,,,,,,,,,,1 1/2 oz ,Juice of 1/2 ,1/2 tsp ,1/2 slice ,1 ,,,,,,,,,,,,,N,2017-09-08 18:07:16,1,1/2,oz,,
16990,Sweet Tooth,,,,Shake,,Alcoholic,Highball Glass,"Put 2 shots Godiva Liquour into a glass, add as much or as little milk as you would like.",,"Geben Sie 2 Spritzer Godiva Liquour in ein Glas, geben Sie so viel Milch hinzu, wie Sie möchten.",,"Metti 2 shot di Godiva Liqueur in un bicchiere, aggiungi tanto o poco latte quanto desideri.",,,https://www.thecocktaildb.com/images/media/drink/j6rq6h1503563821.jpg,Godiva liqueur,Milk,,,,,,,,,,,,,,2 shots ,,,,,,,,,,,,,,,,,N,2017-08-24 09:37:01,2,shots,,,
12162,Screwdriver,,IBA,https://www.youtube.com/watch?v=ce_YOgaEo3Q,Ordinary Drink,Unforgettables,Alcoholic,Highball glass,Mix in a highball glass with ice. Garnish and serve.,,In einem Highball-Glas mit Eis mischen. Garnieren und servieren.,,Mescolare in un bicchiere highball con ghiaccio. Guarnire e servire.,,,https://www.thecocktaildb.com/images/media/drink/8xnyke1504352207.jpg,Vodka,Orange juice,,,,,,,,,,,,,,2 oz ,,,,,,,,,,,,,,,,,N,2017-09-02 12:36:47,2,oz,,,
12190,Sherry Flip,,,,Ordinary Drink,,Alcoholic,Nick and Nora Glass,Shake all ingredients (except nutmeg) with ice and strain into a whiskey sour glass. Sprinkle nutmeg on top and serve.,,Alle Zutaten (außer Muskatnuss) mit Eis schütteln und in ein Whiskey-Sourglas abseihen. Muskatnuss darüber streuen und servieren.,,Shakerare tutti gli ingredienti (tranne la noce moscata) con ghiaccio e filtrare in un bicchiere da whisky sour. Cospargere di noce moscata e servire.,,,https://www.thecocktaildb.com/images/media/drink/qrryvq1478820428.jpg,Sherry,Light cream,Powdered sugar,Egg,Nutmeg,,,,,,,,,,,1 1/2 oz cream ,2 tsp ,1 tsp ,1 whole ,,,,,,,,,,,,,,N,2016-11-10 23:27:08,1,1/2,oz,cream,
12256,Sol Y Sombra,,,,Ordinary Drink,,Alcoholic,Brandy snifter,"Shake ingredients with ice, strain into a brandy snifter, and serve. (The English translation of the name of this drink is ""Sun and Shade"", and after sampling this drink, you'll understand why. Thanks, Kirby.)",,"Die Zutaten mit Eis schütteln, in ein Brandyglas abseihen und servieren. (Die englische Übersetzung des Namens dieses Getränks lautet ""Sonne und Schatten"", und nachdem Sie dieses Getränk probiert haben, werden Sie verstehen, warum. Danke, Kirby.)",,"Shakerare gli ingredienti con ghiaccio, filtrare in un bicchierino di brandy e servire.",,,https://www.thecocktaildb.com/images/media/drink/3gz2vw1503425983.jpg,Brandy,Anisette,,,,,,,,,,,,,,1 1/2 oz ,1 1/2 oz ,,,,,,,,,,,,,,,,N,2017-08-22 19:19:43,1,1/2,oz,,
16273,Shark Attack,,,,Cocktail,,Alcoholic,Pitcher,Mix lemonade and water according to instructions on back of can. If the instructions say to add 4 1/3 cans of water do so. Mix into pitcher. Add 1 1/2 cup of Vodka (Absolut). Mix well. Pour into glass of crushed ice. Excellent!,,"Limonade und Wasser nach Anleitung auf dem Dosenrücken mischen. Wenn die Anweisungen besagen, 4 1/3 Dosen Wasser hinzuzufügen, tun Sie dies. In den Krug mischen. Füge 1 1/2 Tasse Wodka (Absolut) hinzu. Gut mischen. In ein Glas zerstoßenes Eis gießen. Ausgezeichnet!",,"Mescola la limonata e l'acqua.
Aggiungi 1 tazza e mezza di Vodka (Absolut).
Mescolare bene.
Versare in un bicchiere di ghiaccio tritato.",,,https://www.thecocktaildb.com/images/media/drink/uv96zr1504793256.jpg,Lemonade,Water,Vodka,,,,,,,,,,,,,1 can ,3 cans ,1 1/2 cup ,,,,,,,,,,,,,,,N,2017-09-07 15:07:37,1,can,,,
15184,San Francisco,,,,Ordinary Drink,,Alcoholic,Highball glass,"Take a tall glass and put in a few ice cubes, fill the vodka over it and fill with juice then the ""creme"", to end fill in the grenadine but very carefully at the side of the glass so it will lay down in the bottom. garnish with orange and strawberry.",,"Nimm ein hohes Glas und lege ein paar Eiswürfel hinein, fülle den Wodka darüber und fülle ihn mit Saft, dann die ""Creme"", um die Grenadine einzufüllen, aber sehr vorsichtig an der Seite des Glases, damit sie sich am Boden niederlässt. Garniere mit Orange und Erdbeere.",,"Prendete un bicchiere alto e mettete qualche cubetto di ghiaccio, riempiteci sopra la vodka e riempite con il succo poi la ""crema"", per finire riempite la granatina ma con molta attenzione a lato del bicchiere in modo che si adagi sul fondo .
Guarnire con arancia e fragola.",,,https://www.thecocktaildb.com/images/media/drink/szmj2d1504889961.jpg,Vodka,Creme de Banane,Grenadine,Orange juice,,,,,,,,,,,,2 cl ,2 cl ,,,,,,,,,,,,,,,,N,2017-09-08 17:59:21,2,cl,,,
15226,Space Odyssey,,,,Ordinary Drink,,Alcoholic,Highball glass,Fill glass with ice and add shots of Bacardi and Malibu. Add splash of pineapple juice and top with orange juice. Add grenadine for color and garnish with cherries.,,Füllen Sie das Glas mit Eis und fügen Sie Spritzer von Bacardi und Malibu hinzu. Einen Spritzer Ananassaft dazugeben und mit Orangensaft auffüllen. Grenadine als Farbstoff beigeben und mit Kirschen garnieren.,,"Riempi il bicchiere con ghiaccio e aggiungi in dei bicchieri un pò di Bacardi e Malibu.
Aggiungere una spruzzata di succo d'ananas e guarnire con succo d'arancia.
Aggiungere la granatina per colorare e guarnire con le ciliegie.",,,https://www.thecocktaildb.com/images/media/drink/vxtjbx1504817842.jpg,151 proof rum,Malibu rum,Pineapple juice,Orange juice,Grenadine,Cherries,,,,,,,,,,1 shot Bacardi ,1 shot ,1 shot ,,,,,,,,,,,,,,,N,2017-09-07 21:57:23,1,shot,Bacardi,,
12188,Sherry Eggnog,,,,Ordinary Drink,,Alcoholic,Collins glass,"Shake sherry, powdered sugar, and egg with ice and strain into a collins glass. Fill with milk and stir. Sprinkle nutmeg on top and serve.","Agitar el jerez, el azúcar glas y el huevo con hielo y colar en un vaso Collins. Rellenar con leche y remover. Espolvorear nuez moscada por encima y servir.","Sherry, Puderzucker und Ei mit Eis schütteln und in ein Collins-Glas abseihen. Mit Milch füllen und umrühren. Muskatnuss darüber streuen und servieren.","Secouer le sherry, le sucre en poudre et l'œuf avec de la glace et filtrer dans un verre Collins. Remplir de lait et remuer. Saupoudrer de noix de muscade et servir.","Shakerare lo sherry, lo zucchero a velo e l'uovo con ghiaccio e filtrare in un bicchiere Collins.Riempi di latte e mescola.Cospargere di noce moscata e servire.",,,https://www.thecocktaildb.com/images/media/drink/xwrpsv1478820541.jpg,Sherry,Powdered sugar,Egg,Milk,Nutmeg,,,,,,,,,,,2 oz cream ,1 tsp ,1 whole ,,,,,,,,,,,,,,,N,2016-11-10 23:29:01,2,oz,cream,,
12724,Sweet Bananas,,,,Shake,,Non alcoholic,Highball Glass,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",,"Alle Zutaten in den Mixer geben - abdecken und bei mittlerer Geschwindigkeit schaumig schlagen, bis sie gut vermischt sind. In ein großes, 2 mittlere oder 3 kleine Gläser füllen und geniessen.",,"Mettere tutti gli ingredienti nella caraffa del frullatore - coprire e montare a velocità media fino a quando non sono ben amalgamati.Versare in un bicchiere alto, 2 medi o 3 piccoli e bere.",,,https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,Milk,Banana,Honey,,,,,,,,,,,,,2 cups ,1 ,1 tblsp ,,,,,,,,,,,,,,,N,2017-02-20 15:09:05,2,cups,,,
13024,Sweet Sangria,,,,Punch / Party Drink,,Alcoholic,Pitcher,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.","Disolver el azúcar en agua caliente y enfriar. Pelar los cítricos y partirlos en gajos. Mezcle el vino, el jarabe de azúcar, la fruta y la Fresca en una jarra y métala en el frigorífico durante unas horas. Servir en vasos altos con pajita.","Den Zucker in heißem Wasser auflösen und abkühlen lassen. Die Zitrusfrüchte schälen und stückeln. Wein, Zuckersirup, Obst und Fresca in einem Krug mischen und für einige Stunden in den Kühlschrank stellen. In hohen Gläsern mit einem Strohhalm servieren.","Dissoudre le sucre dans l'eau chaude et laisser refroidir. Éplucher les agrumes et les couper en quartiers. Mélangez le vin, le sirop de sucre, les fruits et la Fresca dans un pichet et mettez au réfrigérateur pendant quelques heures. Servir dans de grands verres avec une paille.","Sciogliere lo zucchero in acqua calda e raffreddare.
Pelare gli agrumi e spezzarli a spicchi.
Mescolare il vino, lo sciroppo di zucchero, la frutta e la Fresca in una caraffa e mettere in frigo per qualche ora.
Servire in bicchieri alti con una cannuccia.",,,https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,Red wine,Sugar,Water,Apple,Orange,Lime,Lemon,Fresca,,,,,,,,2 bottles ,1 cup ,2 cups hot ,1 cup," wedges
"," wedges
",,,,,,,,,,,,N,2016-07-19 11:30:28,2,bottles,,,
